,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
0,0.039070827382574995,0.004493821004405618,1,0.001,64,64
1,0.005547312884105008,0.0030997638432309032,2,0.0009755282581475768,64,64
2,0.004460592283745671,0.002484813894145191,3,0.0009045084971874737,64,64
3,0.0035108169084658095,0.002077461639419198,4,0.0007938926261462366,64,64
4,0.002978661494397336,0.0018046783078461885,5,0.0006545084971874737,64,64
5,0.0027354684392939003,0.0017028180488850922,6,0.0005,64,64
6,0.002659014871416947,0.0017673969403840602,7,0.00034549150281252633,64,64
7,0.0025937058554559166,0.0016878608029801399,8,0.00020610737385376348,64,64
8,0.002556260782267912,0.0016865839096717537,9,9.549150281252633e-05,64,64
9,0.0025334134786963156,0.001686935757054016,10,2.4471741852423235e-05,64,64
10,0.0028451981588523945,0.0020739450375549494,11,0.001,64,64
11,0.002798394439264145,0.0017662248159758746,12,0.0009755282581475768,64,64
12,0.002663755431465471,0.0017544622523710132,13,0.0009045084971874737,64,64
13,0.0026801214581650833,0.0016718741594813765,14,0.0007938926261462366,64,64
14,0.002661578905197041,0.0020468339147046207,15,0.0006545084971874737,64,64
15,0.0026101330186608734,0.0017424583942629397,16,0.0005,64,64
16,0.0025699407595501686,0.0017471076152287424,17,0.00034549150281252633,64,64
17,0.002548204247323699,0.0016875564968213438,18,0.00020610737385376348,64,64
18,0.002525174183425243,0.0016678114698734133,19,9.549150281252633e-05,64,64
19,0.002500268241691181,0.0016594270588830113,20,2.4471741852423235e-05,64,64
20,0.0027269722002040623,0.0017479220675304533,21,0.001,64,64
21,0.0027059280744027485,0.0018000322887673974,22,0.0009755282581475768,64,64
22,0.0026770363148708423,0.0017900888309814035,23,0.0009045084971874737,64,64
23,0.0026462021815493258,0.0019996756189502776,24,0.0007938926261462366,64,64
24,0.002594446366802275,0.0017298339274711906,25,0.0006545084971874737,64,64
25,0.002554301910081517,0.0018668829463422299,26,0.0005,64,64
26,0.0025584838418689654,0.0017304317471571267,27,0.00034549150281252633,64,64
27,0.0025290559572011314,0.0016550224015954881,28,0.00020610737385376348,64,64
28,0.00250057621733911,0.0017169106886722148,29,9.549150281252633e-05,64,64
29,0.002479160408690961,0.0016586719737388194,30,2.4471741852423235e-05,64,64
30,0.002745022750746306,0.0028733268715441227,31,0.001,64,64
31,0.0027128393616728873,0.001785852022934705,32,0.0009755282581475768,64,64
32,0.0026797493320278158,0.0017996511356905102,33,0.0009045084971874737,64,64
33,0.0026296395200318587,0.001933533087838441,34,0.0007938926261462366,64,64
34,0.002584055134741617,0.0017068267124705017,35,0.0006545084971874737,64,64
35,0.0025591413658147036,0.0017734358634334058,36,0.0005,64,64
36,0.002532519265894653,0.0016832280282396822,37,0.00034549150281252633,64,64
37,0.002502264437585402,0.0017166968819219619,38,0.00020610737385376348,64,64
38,0.0024905413979535865,0.0016812933820765466,39,9.549150281252633e-05,64,64
39,0.0024747482879754544,0.0016967349662445487,40,2.4471741852423235e-05,64,64
40,0.00261588814540648,0.0017489461251534522,41,0.001,64,64
41,0.0026169595347262167,0.0019299251874908805,42,0.0009755282581475768,64,64
42,0.002654914601285483,0.0017270119921304285,43,0.0009045084971874737,64,64
43,0.002589987065954092,0.0016823334000073374,44,0.0007938926261462366,64,64
44,0.002540550606043787,0.0016995082730427383,45,0.0006545084971874737,64,64
45,0.0025684740896069155,0.001752896190388128,46,0.0005,64,64
46,0.0025166641410836366,0.0016836065852548928,47,0.00034549150281252633,64,64
47,0.0024962832487914572,0.0017074880008585752,48,0.00020610737385376348,64,64
48,0.002472539645955905,0.0016978268383536488,49,9.549150281252633e-05,64,64
49,0.0024618756157648402,0.0016813627096125855,50,2.4471741852423235e-05,64,64
50,0.0026105344173873763,0.0018647177419625223,51,0.001,64,64
51,0.0026131385755759954,0.0018865665891207755,52,0.0009755282581475768,64,64
52,0.0025812874336591436,0.001981568387709558,53,0.0009045084971874737,64,64
53,0.0025902663880121657,0.0017514481598045676,54,0.0007938926261462366,64,64
54,0.0025762402903855043,0.0017513206519652158,55,0.0006545084971874737,64,64
55,0.0025094155223915047,0.0017393615136388689,56,0.0005,64,64
