,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
0,0.026133320056277314,0.004372299475595355,1,0.001,64,64
1,0.005184272946633482,0.002776282194070518,2,0.0009755282581475768,64,64
2,0.0034539786557521005,0.0019547478416934608,3,0.0009045084971874737,64,64
3,0.0029967354961111447,0.002093724282924086,4,0.0007938926261462366,64,64
4,0.00289753306402526,0.0019264862560667098,5,0.0006545084971874737,64,64
5,0.002872030063942353,0.0018416080214083196,6,0.0005,64,64
6,0.002826147049677614,0.00197721416503191,7,0.00034549150281252633,64,64
7,0.00277754482978246,0.0018227582364343108,8,0.00020610737385376348,64,64
8,0.0027560739458274484,0.001827903859782964,9,9.549150281252633e-05,64,64
9,0.0027342426189683627,0.0018221579215023666,10,2.4471741852423235e-05,64,64
10,0.0029561024382032813,0.002151574637275189,11,0.001,64,64
11,0.002978125733710867,0.0019074597193393856,12,0.0009755282581475768,64,64
12,0.002920025631975654,0.002506834076717496,13,0.0009045084971874737,64,64
13,0.0028376707070031024,0.0018397359782829881,14,0.0007938926261462366,64,64
14,0.0028034925418245647,0.0019594120017718524,15,0.0006545084971874737,64,64
15,0.0027744369633468007,0.0018693000581115485,16,0.0005,64,64
16,0.0027276513598070468,0.0019647604138590393,17,0.00034549150281252633,64,64
17,0.002696387294711156,0.0018087283121421933,18,0.00020610737385376348,64,64
18,0.002679833692738286,0.0018155627525411546,19,9.549150281252633e-05,64,64
19,0.00265621205678022,0.0017948176483623683,20,2.4471741852423235e-05,64,64
20,0.0028714225814267715,0.0018990270493086429,21,0.001,64,64
21,0.0028788612472630147,0.0019815636705607176,22,0.0009755282581475768,64,64
22,0.0027817399965368085,0.002251735028345138,23,0.0009045084971874737,64,64
23,0.0028064774582596884,0.0018515321700833737,24,0.0007938926261462366,64,64
24,0.002749821771485314,0.001939096063375473,25,0.0006545084971874737,64,64
25,0.002709023760450976,0.001874807385262102,26,0.0005,64,64
26,0.0026937785563615163,0.0018809040742926299,27,0.00034549150281252633,64,64
27,0.0026628869874993646,0.0018333011460490525,28,0.00020610737385376348,64,64
28,0.0026470026643790386,0.0018128707017749548,29,9.549150281252633e-05,64,64
29,0.002630901158484978,0.0018151012808084487,30,2.4471741852423235e-05,64,64
30,0.0028416381223837902,0.001790032488759607,31,0.001,64,64
31,0.002770124614254377,0.00207981200190261,32,0.0009755282581475768,64,64
32,0.00275225956175379,0.0018805629522539674,33,0.0009045084971874737,64,64
33,0.0027689926023073772,0.0018544328594580293,34,0.0007938926261462366,64,64
34,0.0026897718307193814,0.0018766953255981208,35,0.0006545084971874737,64,64
35,0.0026782650688190516,0.0018962433075066657,36,0.0005,64,64
36,0.0026305832788469825,0.001864900554995984,37,0.00034549150281252633,64,64
37,0.0025972028140416508,0.0018094504717737435,38,0.00020610737385376348,64,64
38,0.002579403026337881,0.001795503030763939,39,9.549150281252633e-05,64,64
39,0.002562682964463732,0.0017900053386110813,40,2.4471741852423235e-05,64,64
40,0.002795403151913657,0.0019884739983826874,41,0.001,64,64
41,0.0027505612483425344,0.0018328202147968114,42,0.0009755282581475768,64,64
42,0.0027136504172291884,0.0020157780800946056,43,0.0009045084971874737,64,64
43,0.002684974782959447,0.0018855646487791092,44,0.0007938926261462366,64,64
44,0.002668601899484256,0.0018838122743181885,45,0.0006545084971874737,64,64
45,0.002623240101375311,0.0018271168486680834,46,0.0005,64,64
46,0.0025993731944064205,0.0018389520281925798,47,0.00034549150281252633,64,64
47,0.0025829732252559416,0.0018250324353575706,48,0.00020610737385376348,64,64
48,0.002550079168099389,0.0017875035356264561,49,9.549150281252633e-05,64,64
49,0.0025370127210652444,0.001788821124471724,50,2.4471741852423235e-05,64,64
50,0.0027559874987632817,0.0018115123445168137,51,0.001,64,64
51,0.002682581175346303,0.00202103233570233,52,0.0009755282581475768,64,64
52,0.002682115333354615,0.001991513927467167,53,0.0009045084971874737,64,64
53,0.0026645535086681233,0.0019223328344523908,54,0.0007938926261462366,64,64
54,0.0026225554641708037,0.0018431403229478747,55,0.0006545084971874737,64,64
55,0.002596196224400426,0.0018139692819677292,56,0.0005,64,64
56,0.002574578913210182,0.0019074242119677366,57,0.00034549150281252633,64,64
57,0.0025600628363083243,0.001817152750212699,58,0.00020610737385376348,64,64
58,0.002529918018306272,0.0017849294864572584,59,9.549150281252633e-05,64,64
59,0.0025061191721652536,0.0017705353391356765,60,2.4471741852423235e-05,64,64
60,0.0026954877385330983,0.002173374566715211,61,0.001,64,64
61,0.0026709147626464602,0.0018560058008879423,62,0.0009755282581475768,64,64
62,0.0026440371493391913,0.0019043562905862927,63,0.0009045084971874737,64,64
63,0.0026241746090818197,0.00182100370968692,64,0.0007938926261462366,64,64
64,0.002610406664386044,0.0018388888323679566,65,0.0006545084971874737,64,64
65,0.0026067557634782295,0.0018140665884129703,66,0.0005,64,64
66,0.0025331354930253226,0.001874232814181596,67,0.00034549150281252633,64,64
67,0.0025267108346147937,0.001799896888434887,68,0.00020610737385376348,64,64
68,0.0024925162587853484,0.0017974732317961753,69,9.549150281252633e-05,64,64
69,0.002483793899005126,0.001767960533266887,70,2.4471741852423235e-05,64,64
70,0.0026787425860078005,0.0018914183776360006,71,0.001,64,64
