_time,active_power,sun_altitude,sun_azimuth,irradiance_real,irradiance_fc
2021-01-02 00:00:00+00:00,17.881499540830845,-62.35900332946009,330.4334776879229,0.0,0.0
2021-01-02 00:15:00+00:00,17.380722947600624,-63.45329746343875,337.6214597593048,0.0,0.0
2021-01-02 00:30:00+00:00,17.262897700576872,-64.2488550632237,345.24330935746366,0.0,0.0
2021-01-02 00:45:00+00:00,14.274811012076285,-64.71617931831597,353.1827514777895,0.0,0.0
2021-01-02 01:00:00+00:00,14.992963906201306,-64.83623794663957,1.2782327932822,0.0,0.0
2021-01-02 01:15:00+00:00,23.118866728782606,-64.60391289602386,9.343522212291248,0.0,0.0
2021-01-02 01:30:00+00:00,29.124511184451137,-64.02899640560953,17.197288982597513,0.0,0.0
2021-01-02 01:45:00+00:00,28.22038457704923,-63.13430906331635,24.69083385924972,0.0,0.0
2021-01-02 02:00:00+00:00,27.63805280710052,-61.951728090061714,31.72434306806508,0.0,0.0
2021-01-02 02:15:00+00:00,23.5408743675638,-60.51758485729196,38.2488666634049,0.0,0.0
2021-01-02 02:30:00+00:00,19.2090398008542,-58.868707611867805,44.25783113540035,0.0,0.0
2021-01-02 02:45:00+00:00,17.58121353565356,-57.03972409650832,49.77425183547973,0.0,0.0
2021-01-02 03:00:00+00:00,15.01580141655001,-55.06162847150917,54.83845370822985,0.0,0.0
2021-01-02 03:15:00+00:00,13.662776870631332,-52.96130297446151,59.49859493434002,0.0,0.0
2021-01-02 03:30:00+00:00,15.244482593910313,-50.76162978059916,63.80436947492535,0.0,0.0
2021-01-02 03:45:00+00:00,13.762827214575443,-48.48190180047765,67.80333523142542,0.0,0.0
2021-01-02 04:00:00+00:00,15.506524576242684,-46.13834245350243,71.53908476006609,0.0,0.0
2021-01-02 04:15:00+00:00,24.34342190429495,-43.744628071567405,75.05057360851174,0.0,0.0
2021-01-02 04:30:00+00:00,30.275567620617224,-41.31236236682136,78.37211013149249,0.0,0.0
2021-01-02 04:45:00+00:00,27.449663604720563,-38.851484900987565,81.53368434330343,0.0,0.0
2021-01-02 05:00:00+00:00,21.339343849344992,-36.37061235614432,84.56144183100673,0.0,0.0
2021-01-02 05:15:00+00:00,22.159138651721257,-33.87731898480518,87.47819374201487,0.0,0.0
2021-01-02 05:30:00+00:00,26.154864048721468,-31.378365164715355,90.30390622779976,0.0,0.0
2021-01-02 05:45:00+00:00,33.76581441467929,-28.87988302687771,93.0561432865128,0.0,0.0
2021-01-02 06:00:00+00:00,35.081628934511606,-26.387527033034072,95.75045388061858,0.0,0.0
2021-01-02 06:15:00+00:00,40.90936854200066,-23.906595806647505,98.4007030044865,0.0,0.0
2021-01-02 06:30:00+00:00,52.415602132309,-21.442129668401,101.01935050742183,0.0,0.0
2021-01-02 06:45:00+00:00,40.01577029271541,-18.998986011902392,103.61768302540906,0.0,0.0
2021-01-02 07:00:00+00:00,43.23708849170104,-16.581891122844254,106.20600455328326,0.0,0.0
2021-01-02 07:15:00+00:00,67.07963462514942,-14.195460130877931,108.7937906974488,0.0,0.0
2021-01-02 07:30:00+00:00,47.74579688368807,-11.844159931227964,111.3898108722633,0.0,0.0
2021-01-02 07:45:00+00:00,38.95197650548432,-9.532140319669422,114.0022218443578,0.0,0.0
2021-01-02 08:00:00+00:00,37.44583334493745,-7.262680285085265,116.63863520545824,0.0,0.0
2021-01-02 08:15:00+00:00,45.83557873252375,-5.036158124680333,119.3061606268758,0.0,0.0
2021-01-02 08:30:00+00:00,50.17986065287293,-2.839321425713539,122.0114261509193,0.3333333333333333,16.128
2021-01-02 08:45:00+00:00,46.41648894708528,-0.4824069449578543,124.76057634251202,1.0,16.128
2021-01-02 09:00:00+00:00,38.02400949389273,1.5019673521404695,127.55924889088716,1.0,16.128
2021-01-02 09:15:00+00:00,43.78097991845031,3.3197366971639544,130.41253024935577,1.0,16.128
2021-01-02 09:30:00+00:00,46.2612771819172,5.117114272944115,133.32489117852185,1.3333333333333333,94.71600000000001
2021-01-02 09:45:00+00:00,43.33082765552631,6.855381992818554,136.3001036574064,2.6666666666666665,94.71600000000001
2021-01-02 10:00:00+00:00,54.52704219074732,8.511069373825306,139.3411415752231,9.0,94.71600000000001
2021-01-02 10:15:00+00:00,36.34157218440337,10.072284940231444,142.45006892684358,15.666666666666666,94.71600000000001
2021-01-02 10:30:00+00:00,31.73313798066724,11.529252287979752,145.6279208707785,22.666666666666668,189.16799999999998
2021-01-02 10:45:00+00:00,19.710228297441844,12.873483344892314,148.87458486215888,27.33333333333333,189.16799999999998
2021-01-02 11:00:00+00:00,5.029283438280019,14.097245609769178,152.1886909622807,44.333333333333336,189.16799999999998
2021-01-02 11:15:00+00:00,-4.915489432742337,15.193372966441702,155.56752206989245,61.66666666666666,189.16799999999998
2021-01-02 11:30:00+00:00,-24.33339031013304,16.155240123912385,159.00695585062215,65.0,253.01999999999998
2021-01-02 11:45:00+00:00,-13.142463274139704,16.976817506996344,162.5014501643377,47.66666666666666,253.01999999999998
2021-01-02 12:00:00+00:00,-17.854066895931275,17.65276543144515,166.0440824429112,27.666666666666668,253.01999999999998
2021-01-02 12:15:00+00:00,-7.095750098968567,18.178543991679664,169.62665052579484,30.33333333333333,253.01999999999998
2021-01-02 12:30:00+00:00,8.834677251080556,18.55052269599122,173.23983794990966,38.333333333333336,279.036
2021-01-02 12:45:00+00:00,27.504914606319986,18.766077661990483,176.87344096612503,53.0,279.036
2021-01-02 13:00:00+00:00,44.07265643822444,18.823666771775446,180.5166482977009,83.33333333333333,279.036
