,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
0,0.020907841646286257,0.0033472948418930173,1,0.001,64,64
1,0.004635708912626715,0.0025818062238395214,2,0.0009755282581475768,64,64
2,0.003374810554712677,0.0019404821018688381,3,0.0009045084971874737,64,64
3,0.002001910169179718,0.0008302777737844735,4,0.0007938926261462366,64,64
4,0.0016058832237587325,0.0008909186446107924,5,0.0006545084971874737,64,64
5,0.0015569435125877109,0.0007859308968763798,6,0.0005,64,64
6,0.0015089174117041584,0.0008155015024822205,7,0.00034549150281252633,64,64
7,0.0014747624768121446,0.0007742592042777688,8,0.00020610737385376348,64,64
8,0.0014528557723353325,0.0007662040467839688,9,9.549150281252633e-05,64,64
9,0.001439264312507272,0.0007622139632003381,10,2.4471741852423235e-05,64,64
10,0.0017180556636442667,0.0008653128640726209,11,0.001,64,64
11,0.0015938379977735928,0.0007981116422452032,12,0.0009755282581475768,64,64
12,0.0015183130125845296,0.0008015821911394596,13,0.0009045084971874737,64,64
13,0.0015100681780291889,0.0008280252399854362,14,0.0007938926261462366,64,64
14,0.0014605567783617707,0.0009407347135711461,15,0.0006545084971874737,64,64
15,0.0014385499499752117,0.0007839200147427618,16,0.0005,64,64
16,0.0014136291185911716,0.0007437203845474869,17,0.00034549150281252633,64,64
17,0.0013870446752268584,0.0007495177582604811,18,0.00020610737385376348,64,64
18,0.001374350341081223,0.0007851358267944306,19,9.549150281252633e-05,64,64
19,0.0013624014636525995,0.0007333246988710016,20,2.4471741852423235e-05,64,64
20,0.0015162147720363477,0.0007659584903158248,21,0.001,64,64
21,0.0014669418235269459,0.001166020507691428,22,0.0009755282581475768,64,64
22,0.0014941611167811441,0.0007395196402212605,23,0.0009045084971874737,64,64
23,0.0014419384153452077,0.000988668503705412,24,0.0007938926261462366,64,64
24,0.0013886606167617893,0.0007954323098529131,25,0.0006545084971874737,64,64
25,0.0013500716707299102,0.0007239688127301633,26,0.0005,64,64
26,0.0013410816914549639,0.000782329196576029,27,0.00034549150281252633,64,64
27,0.0012927059519214125,0.000736188670154661,28,0.00020610737385376348,64,64
28,0.001275288180227447,0.0007211100097047165,29,9.549150281252633e-05,64,64
29,0.001253330892098741,0.0007148256986401975,30,2.4471741852423235e-05,64,64
30,0.001450772432513959,0.0010588921383023263,31,0.001,64,64
31,0.0013752902571047628,0.0007545753694139421,32,0.0009755282581475768,64,64
32,0.0013551285893069025,0.0008342682207003236,33,0.0009045084971874737,64,64
33,0.0013455616493983917,0.000751108258846216,34,0.0007938926261462366,64,64
34,0.0012878267938938382,0.0007750421721721069,35,0.0006545084971874737,64,64
35,0.0012570629846573975,0.0007359954663552344,36,0.0005,64,64
36,0.0012323492827370011,0.0007754915880504996,37,0.00034549150281252633,64,64
37,0.00121295581163001,0.0007103919513756409,38,0.00020610737385376348,64,64
38,0.001191245929299812,0.0007196688482072204,39,9.549150281252633e-05,64,64
39,0.001177028317391914,0.0006977631832705811,40,2.4471741852423235e-05,64,64
40,0.001347530583799782,0.0007411951823160052,41,0.001,64,64
41,0.001316617502211489,0.000785516919568181,42,0.0009755282581475768,64,64
42,0.0013195671054922085,0.0008315374320372939,43,0.0009045084971874737,64,64
43,0.0012677507277373086,0.0008575328816659749,44,0.0007938926261462366,64,64
44,0.0012471456701412045,0.0007265357207506895,45,0.0006545084971874737,64,64
45,0.001216224763966374,0.0007331488975323737,46,0.0005,64,64
46,0.0011974603440282421,0.0007290586978197098,47,0.00034549150281252633,64,64
47,0.001164279794628878,0.0007046417868696154,48,0.00020610737385376348,64,64
48,0.0011521193408233516,0.000714142918237485,49,9.549150281252633e-05,64,64
49,0.0011363128381963721,0.0006917031765915453,50,2.4471741852423235e-05,64,64
50,0.0012957890935671348,0.0010012770001776516,51,0.001,64,64
51,0.0012840600448631014,0.0007379528535529971,52,0.0009755282581475768,64,64
52,0.0012624194711332085,0.0007382526800502092,53,0.0009045084971874737,64,64
53,0.0012259691224542947,0.0007392330913571641,54,0.0007938926261462366,64,64
54,0.001210758559742018,0.0007698951524216682,55,0.0006545084971874737,64,64
55,0.0011932724330325805,0.0007086530739907175,56,0.0005,64,64
56,0.0011542002543843519,0.0006873708944767714,57,0.00034549150281252633,64,64
57,0.0011333101240087495,0.0006885982471285388,58,0.00020610737385376348,64,64
58,0.0011112480463439237,0.0006866928436793387,59,9.549150281252633e-05,64,64
59,0.0011025306746127335,0.0006829533390700817,60,2.4471741852423235e-05,64,64
60,0.0013084342754697913,0.0007234692561905831,61,0.001,64,64
61,0.0012324799818495887,0.000811527529032901,62,0.0009755282581475768,64,64
62,0.0012120348215667852,0.0007775337835773825,63,0.0009045084971874737,64,64
63,0.0011935826106893538,0.0007080106950597837,64,0.0007938926261462366,64,64
64,0.0011755966496916224,0.0007619652701541782,65,0.0006545084971874737,64,64
65,0.0011508394838067523,0.0007034410107880831,66,0.0005,64,64
66,0.0011330009808411142,0.0006881963006453588,67,0.00034549150281252633,64,64
67,0.0011064425029804054,0.0006950035833287984,68,0.00020610737385376348,64,64
68,0.0010908015309954618,0.000679474639822729,69,9.549150281252633e-05,64,64
69,0.0010728327944699273,0.0006801935324911028,70,2.4471741852423235e-05,64,64
70,0.001243034410055852,0.0007645003468496725,71,0.001,64,64
71,0.001209757571610789,0.0007763396487571299,72,0.0009755282581475768,64,64
72,0.0011998385455070147,0.0007941489107906819,73,0.0009045084971874737,64,64
73,0.0011768999903501052,0.0007191763070877642,74,0.0007938926261462366,64,64
74,0.0011410925994755755,0.000716080041253008,75,0.0006545084971874737,64,64
75,0.0011168060144027278,0.0006941868419526145,76,0.0005,64,64
76,0.0010995770666232235,0.0006894184543052688,77,0.00034549150281252633,64,64
77,0.0010772424704093772,0.0006890824830625206,78,0.00020610737385376348,64,64
78,0.0010568611254874762,0.0006787448972463608,79,9.549150281252633e-05,64,64
79,0.0010403696687174475,0.0006714023998938501,80,2.4471741852423235e-05,64,64
80,0.0011980028559346058,0.000756564077688381,81,0.001,64,64
81,0.0011727488141983866,0.0007526504399720579,82,0.0009755282581475768,64,64
82,0.001164131947278754,0.000761918188771233,83,0.0009045084971874737,64,64
83,0.0011380859751666118,0.000740500567597337,84,0.0007938926261462366,64,64
84,0.0011171436017863938,0.0007583321759011596,85,0.0006545084971874737,64,64
85,0.0010950322290743464,0.0006940084842499345,86,0.0005,64,64
86,0.0010658946176495666,0.000697265135589987,87,0.00034549150281252633,64,64
87,0.0010435617259645369,0.0007161221294663847,88,0.00020610737385376348,64,64
88,0.0010206525977666198,0.0007069545316044241,89,9.549150281252633e-05,64,64
89,0.0010075754258623555,0.0006971928118728101,90,2.4471741852423235e-05,64,64
90,0.0011649264056155626,0.0007372138089267537,91,0.001,64,64
91,0.0011630050583660895,0.0007963967483956367,92,0.0009755282581475768,64,64
92,0.0011669956212828575,0.0007547629154287279,93,0.0009045084971874737,64,64
93,0.0011368405869675439,0.0007564782507251948,94,0.0007938926261462366,64,64
94,0.0011061818182334625,0.0007714427560567855,95,0.0006545084971874737,64,64
95,0.0010759716532271315,0.0007225155998021364,96,0.0005,64,64
96,0.001041416037213509,0.0007402640439104289,97,0.00034549150281252633,64,64
97,0.0010154130669882341,0.0007094668141799048,98,0.00020610737385376348,64,64
98,0.0009962848670877962,0.0007272730660624802,99,9.549150281252633e-05,64,64
99,0.000982249734242127,0.0007163294504862279,100,2.4471741852423235e-05,64,64
